match_id,team_id,goal_number,player1_id,player2_id,goal_type
33017,8650,1,184536,280260,distance
34875,10260,1,164676,46509,shot
34875,10003,4,144996,127130,shot
34875,10003,7,26344,127130,header
54824,8654,1,148302,155782,header
54824,8654,4,192899,37169,shot
33610,9825,1,46469,36378,volley
33610,9825,4,31435,36378,deflected
52314,8197,1,139671,286119,shot
52314,8455,4,30822,31306,shot
52314,8455,7,30627,23783,loose_ball
52314,8455,10,79574,30613,shot
31359,8650,1,156008,246575,distance
31359,8456,4,15403,37412,shot
31359,8650,7,184536,246575,shot
41329,10261,1,46700,104482,shot
37242,8586,1,194165,166422,header
37242,8586,4,194165,160448,shot
37242,10172,7,156727,24741,shot
49515,10194,1,30830,39109,header
31000,9826,1,35523,35345,deflected
31000,9826,4,23837,35345,header
31000,9826,7,35523,35345,header
31000,8654,10,195927,30892,deflected
59749,10252,1,23264,148315,shot
59749,8659,4,239807,33086,header
54070,8667,1,101969,24656,backheel
54070,8472,4,109058,180330,header
58885,9825,4,50047,78513,shot
58885,10172,7,187266,127133,shot
55463,8455,1,107417,79574,header
45481,8650,4,51553,156008,header
51753,8456,4,38807,33991,tap_in
31320,10194,1,106228,36786,header
55604,8586,1,110189,46353,shot
55604,10003,4,144996,102356,shot
55604,8586,7,160448,157723,shot
55604,8586,10,166422,500520,shot
55604,10003,13,157729,52563,volley
43529,9825,1,46469,75489,shot
43529,9825,4,75489,46469,shot
43529,9825,7,23688,37436,shot
53364,8455,1,19243,31306,header
53233,9826,1,198510,160194,tap_in
53233,9826,4,28901,160194,tap_in
53233,9826,7,146830,198510,deflected
44436,8668,1,101192,181276,shot
44436,8668,7,215384,242887,shot
46267,10260,1,39618,34944,shot
35735,10252,1,148315,183500,shot
35735,10252,4,23264,161414,shot
35735,10252,7,23264,29581,shot
35735,10252,10,148315,183500,header
45970,8659,1,115160,25075,header
38027,10252,1,23264,184360,shot
38027,10252,4,184360,30352,shot
38027,8667,7,8922,21864,header
47043,8455,1,19243,30613,shot
47043,8455,4,31306,79574,shot
47043,8668,10,26151,77690,header
47043,8668,16,32705,32448,shot
47043,8455,19,115067,79574,deflected
47043,8668,22,33639,24846,header
47043,8455,25,79574,115067,shot
47043,8455,28,19243,32345,shot
54561,8197,4,26554,214570,header
55442,10194,1,72735,37194,shot
30898,10261,4,104482,161420,deflected
30898,9826,7,35345,160194,volley
30898,9826,16,198510,23837,shot
33849,10172,1,187266,109638,shot
51132,10003,1,23305,157729,shot
51132,10003,7,23305,157729,shot
54108,8650,1,246575,156008,shot
42954,8654,1,37169,18506,deflected
42954,8466,7,46893,279490,tap_in
42810,10003,1,26344,52563,shot
49901,8455,1,107417,19243,volley
49901,8455,4,19243,30613,shot
49901,8667,7,111930,357880,tap_in
49901,8455,13,39987,94086,shot
54089,10260,1,41468,164676,shot
54089,10260,4,41468,46509,bicycle_kick
59092,8456,1,143365,101103,loose_ball
59092,8456,7,37459,92666,shot
33296,9825,1,46469,113836,shot
33296,9825,4,46469,37436,header
33296,10261,7,94550,199834,shot
33732,8668,1,77690,24006,shot
33732,10172,4,50661,187266,shot
44968,9826,7,198510,35523,shot
41107,8197,10,286119,23190,shot
41107,8197,13,23571,173408,header
41107,8197,22,23190,286119,distance
46820,8654,1,192899,37169,volley
32223,9825,1,427438,75489,shot
32223,9825,7,50047,75489,distance
32223,9825,13,46469,50047,shot
49568,10194,4,39109,33881,lob
49568,8455,7,39987,107417,tap_in
37886,8668,1,23268,23782,shot
30304,8654,7,148302,23678,shot
30304,8197,10,103419,286119,shot
37282,10260,1,164676,161012,shot
37282,10260,4,30829,46509,shot
37282,10252,7,148315,30630,shot
37282,10260,10,164676,41468,shot
31420,8472,1,30348,32627,volley
45150,8667,7,40132,35480,tap_in
45150,10003,10,26344,157729,lob
36526,10172,1,50661,187266,distance
36526,10172,4,187266,38820,header
36526,10172,7,24741,127133,shot
36526,8659,10,25666,239807,header
36526,10172,13,24205,187266,shot
44212,8650,1,246575,156008,shot
51308,8456,1,37412,37459,tap_in
51308,10260,7,39618,23354,header
51308,10260,10,41468,30829,shot
51308,10260,13,165823,23354,header
51308,8456,16,37412,30509,shot
55397,8455,1,30613,107417,shot
58075,8466,4,41280,46893,shot
57656,9826,4,160194,35523,shot
57656,9826,7,160194,8985,lob
57656,9826,10,160194,35523,shot
57656,8472,13,169721,180330,shot
34406,8668,1,30895,101192,shot
49802,10252,1,148315,183500,header
37431,8659,1,24148,23257,header
37431,8197,4,23190,26554,shot
37431,8659,7,25075,115160,shot
37431,8197,10,38899,13423,header
37431,8197,13,286119,30930,shot
43498,10194,4,110148,40695,shot
46321,10172,1,127133,24741,header
46321,10252,4,148315,78324,deflected
46321,10252,7,148315,23264,shot
46321,10172,10,23311,127133,header
46321,10172,13,187266,127133,shot
38868,8455,1,107417,128864,shot
45027,8659,1,24171,23257,header
49107,8668,4,26151,30922,shot
40659,8667,1,24531,111930,header
39485,8197,1,26554,23571,shot
47590,8456,4,37412,33991,shot
41330,8586,1,110189,114971,distance
41330,8586,10,194165,174850,shot
40885,8466,1,46893,26552,tap_in
39351,8667,1,101969,231801,tap_in
39351,8667,7,101969,190872,shot
56553,8668,4,263653,24846,header
56553,8668,7,26151,215384,shot
36059,8456,13,40196,16351,volley
43845,10003,4,156556,157729,header
43845,10003,7,157729,52563,shot
43845,10261,13,103899,160243,shot
48262,8586,4,174850,194165,header
48262,8466,7,41280,23293,header
48262,8586,10,110189,361315,shot
30567,10194,4,39109,110148,volley
30633,10252,1,148315,78324,header
30633,10252,4,148315,30602,shot
30633,10252,10,160713,183500,shot
47377,9825,4,75489,37436,deflected
47377,9825,7,50047,75489,shot
47377,8667,10,21864,111930,header
32880,8197,1,26554,139671,header
32880,8197,4,23571,139671,shot
39707,8650,1,184536,39225,shot
39707,10172,4,109638,24205,shot
39707,8650,10,30618,184536,header
44234,8659,1,26527,23257,shot
41089,10003,1,52563,127130,header
41089,10003,4,144996,127130,shot
55257,8456,1,37412,37459,shot
34625,10003,1,26344,52563,header
52931,10252,1,160713,312765,tap_in
33241,8455,1,30627,30613,header
33241,8650,4,30618,156008,header
54059,10260,7,39618,23354,header
51175,8472,1,38759,118929,tap_in
54328,8197,1,278343,26554,distance
54328,8197,4,278343,286119,shot
52977,8456,16,38807,37412,tap_in
52977,8456,19,37459,143365,shot
30822,8659,1,25666,25075,header
30822,10261,4,479020,24890,shot
40499,10260,1,164676,23354,volley
35549,10261,1,161420,24229,shot
35549,10172,4,127133,187266,header
35549,10172,7,109638,127133,distance
34706,8466,4,303339,23293,loose_ball
34706,8466,7,303339,23293,shot
34706,10252,16,148315,183500,header
34706,8466,19,41280,303339,tap_in
32763,8456,1,36615,37459,deflected
32763,8456,4,38807,37412,shot
32763,10003,7,157729,102356,distance
32763,10003,10,26344,180162,shot
32763,8456,13,36615,40196,shot
32763,8456,16,143365,37459,shot
42061,8586,1,110189,174850,shot
42061,8586,4,46353,160448,volley
34185,8659,1,239807,33086,shot
34185,8659,7,23257,25075,shot
57491,8654,1,30892,23678,shot
57491,8668,4,24006,181276,volley
57491,8668,7,181276,32448,header
52955,9825,1,31013,37436,shot
52955,9825,7,143793,177503,volley
52955,9825,10,31013,37436,tap_in
52955,8659,13,32441,23257,header
42058,8191,1,214426,107280,header
50683,8472,1,32627,24159,header
50683,8455,7,39987,107417,shot
50683,8455,10,39987,115067,shot
41788,9826,1,25537,23837,volley
46232,8586,1,194165,361315,header
53987,8197,4,139671,214570,shot
53987,8197,7,26554,23571,shot
53987,10172,13,187266,24205,header
50407,8456,1,30631,38807,shot
50407,8456,4,37412,156551,header
44781,10261,1,94550,33852,header
44781,10261,4,33852,160243,shot
31943,10194,4,72735,110148,shot
31943,10194,13,109621,110148,distance
31943,8650,16,30618,39225,shot
31943,10194,19,30830,72735,header
32961,8456,1,37412,33991,shot
32961,9825,4,143793,75489,shot
32961,9825,7,50047,143793,volley
32961,8456,10,30459,16351,header
35199,8455,4,19243,30613,header
35199,8455,7,19243,30613,shot
35199,8455,10,19243,79574,shot
35199,8455,13,39987,128864,shot
35199,10003,16,127130,143365,shot
52933,8667,1,105548,111930,header
52933,8654,7,195927,30892,distance
52933,8654,13,192899,30892,shot
33065,10260,4,164676,30829,shot
33065,10260,7,30829,164676,shot
33065,10260,10,41468,46509,shot
39190,8466,1,41280,46010,header
39190,8466,4,41280,94267,tap_in
39190,8466,7,46008,23792,shot
39190,8466,10,46893,279490,shot
36573,8197,1,26554,24781,tap_in
37569,8472,4,24159,35443,shot
56892,8668,4,26151,24846,shot
40057,9825,1,36378,113836,shot
40057,9825,4,113836,36378,shot
53714,8668,1,181276,24006,shot
53714,9826,7,24157,154271,header
53714,9826,10,160194,35345,shot
38237,10260,1,30843,22543,header
38237,10260,4,46509,30829,shot
38237,8197,7,26554,286119,header
38237,10260,10,164676,46509,shot
38237,8197,16,30930,286119,shot
38237,8197,19,286119,67850,shot
59564,8455,1,178812,107417,tap_in
59564,8456,4,30631,38807,shot
46987,8667,1,8922,111930,bicycle_kick
46987,8667,4,40015,21864,distance
46987,10261,7,46700,38373,shot
46987,10261,10,46700,31292,shot
38706,10194,1,72735,30830,header
38706,10172,4,176889,149917,header
38706,10194,7,30830,106228,shot
40271,8466,1,166676,41280,shot
58566,8659,4,24171,23257,header
51773,8654,1,35110,109897,tap_in
51773,8654,4,192899,37169,shot
51773,8654,10,41232,30892,shot
49393,8586,1,110189,174850,shot
52157,8455,1,128864,94086,shot
52157,8455,4,19243,72541,header
58206,9826,1,24157,23837,header
58206,9826,4,8985,35345,header
37800,8456,1,37412,30509,shot
37800,8456,4,15403,37459,shot
37800,8456,13,15403,37459,shot
37800,8456,16,30631,30509,shot
50740,10260,1,30829,38994,shot
50740,10260,4,30843,22543,shot
58615,8466,1,46010,303339,shot
58615,10172,4,187266,50661,volley
58615,8466,7,41280,94267,bicycle_kick
30469,10194,1,30830,106228,header
38491,8659,1,169162,23257,header
38491,8659,4,239807,32734,header
38491,8659,7,239807,32734,shot
38491,8659,10,32734,114076,shot
44945,8456,1,36615,101103,distance
44945,8456,4,37412,38807,shot
43046,8455,4,19243,30613,lob
50901,8667,1,40015,357880,header
50901,8667,4,8922,115681,shot
57670,8197,1,214570,278343,shot
57670,8191,4,32148,27568,shot
35933,8650,1,37234,156008,shot
35933,8650,7,156008,246575,shot
58148,10260,1,46509,41468,shot
58148,8668,7,32705,24846,header
58148,10260,10,22543,46509,shot
32871,8472,1,169721,32627,header
32871,10194,4,39109,106228,shot
32871,8472,7,32627,118929,header
32871,8472,10,32627,169721,shot
32298,10003,1,143365,157729,shot
32298,10003,7,38831,157729,shot
32298,10261,10,46700,264840,volley
33216,8586,1,157723,110189,shot
49078,8654,4,192899,109897,header
34417,9825,1,50047,35606,shot
34417,8667,7,105548,24656,header
34417,9825,10,113836,50047,shot
55214,8654,1,192899,155782,header
55214,8654,4,195927,214685,header
55214,8654,10,34543,192899,header
59044,8455,4,30613,128864,shot
59044,9826,7,24157,198510,tap_in
56314,8668,1,23268,24846,header
56314,8668,4,181276,215384,shot
56314,8668,7,77690,24846,tap_in
55597,8456,1,37412,30631,shot
55597,8586,4,157723,37506,shot
55597,8456,19,37412,40196,shot
30880,10261,1,39968,46700,distance
40766,10172,4,50661,187266,tap_in
40766,8650,7,184536,30618,shot
40027,8466,4,41280,23792,tap_in
40027,8466,7,46008,94267,tap_in
40027,8466,13,41280,94267,shot
40027,8466,19,166676,94267,shot
53396,10194,7,33881,95434,header
37842,8659,1,33468,265918,shot
37842,10260,4,39618,46509,shot
37842,8659,7,239807,23257,shot
32445,8668,1,33639,24846,header
32445,8191,4,214426,27568,shot
32445,8668,10,33639,36012,shot
37776,8455,1,30822,30613,header
52862,10172,1,187266,24741,distance
52862,10172,4,187266,50661,shot
38293,10003,1,143365,157729,shot
38293,10003,4,143365,52563,shot
40230,8586,1,30960,160448,header
40230,10261,4,264840,160243,shot
40230,10261,7,479020,199834,header
45930,8659,7,25666,23257,header
59737,8654,1,41232,195927,tap_in
59737,8654,4,192899,155782,header
59737,8456,7,37459,33991,shot
