player_id,finishing,dribbling,acceleration,sprint_speed,positioning,shot_power,short_passing,long_passing,vision,dribbling,crossing,ball_control,marking,standing_tackle,sliding_tackle,interceptions,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,date,FIFA_rating,Position
39109,74.0,72.0,55.0,46.0,77.0,85.0,81.0,81.0,84.0,72.0,82.0,76.0,58.0,61.0,57.0,60.0,8.0,7.0,9.0,6.0,6.0,2015-11-06,78,Midfielder
30911,48.0,51.0,33.0,46.0,51.0,53.0,74.0,65.0,52.0,51.0,48.0,64.0,81.0,80.0,72.0,80.0,16.0,13.0,8.0,12.0,12.0,2015-09-21,78,Defender
24228,32.0,39.0,54.0,52.0,20.0,43.0,64.0,51.0,38.0,39.0,48.0,60.0,77.0,80.0,78.0,78.0,15.0,12.0,8.0,14.0,6.0,2015-09-21,78,Defender
113968,58.0,66.0,61.0,51.0,42.0,63.0,83.0,74.0,69.0,66.0,34.0,76.0,76.0,83.0,72.0,82.0,6.0,6.0,12.0,9.0,8.0,2015-09-21,78,Defender
169718,12.0,11.0,50.0,40.0,14.0,15.0,32.0,36.0,41.0,11.0,12.0,22.0,11.0,13.0,12.0,15.0,84.0,77.0,71.0,74.0,85.0,2015-09-21,78,Goalkeeper
24229,11.0,13.0,50.0,35.0,16.0,23.0,36.0,25.0,15.0,13.0,13.0,25.0,15.0,17.0,14.0,22.0,81.0,78.0,73.0,75.0,84.0,2015-09-21,78,Goalkeeper
358289,62.0,83.0,69.0,69.0,74.0,63.0,81.0,75.0,77.0,83.0,65.0,83.0,36.0,43.0,39.0,40.0,12.0,15.0,16.0,9.0,6.0,2015-11-26,78,Midfielder
101419,78.0,79.0,79.0,76.0,83.0,73.0,61.0,47.0,60.0,79.0,49.0,72.0,31.0,45.0,41.0,30.0,9.0,11.0,13.0,16.0,8.0,2015-12-10,78,Attacker
449241,66.0,85.0,86.0,77.0,68.0,58.0,75.0,73.0,76.0,85.0,72.0,81.0,20.0,22.0,22.0,21.0,15.0,10.0,11.0,12.0,7.0,2015-11-26,78,Midfielder
210276,67.0,83.0,86.0,79.0,72.0,69.0,77.0,75.0,74.0,83.0,74.0,81.0,13.0,19.0,16.0,23.0,14.0,9.0,6.0,7.0,15.0,2015-09-25,78,Midfielder
194165,83.0,77.0,69.0,76.0,84.0,81.0,74.0,63.0,72.0,77.0,69.0,77.0,41.0,36.0,38.0,35.0,8.0,10.0,11.0,14.0,11.0,2015-12-24,78,Attacker
280276,63.0,86.0,79.0,79.0,69.0,63.0,74.0,69.0,77.0,86.0,70.0,84.0,19.0,27.0,23.0,25.0,15.0,15.0,9.0,8.0,9.0,2015-12-10,78,Midfielder
26108,21.0,52.0,52.0,76.0,51.0,82.0,71.0,54.0,51.0,52.0,56.0,62.0,75.0,84.0,78.0,75.0,9.0,14.0,7.0,9.0,6.0,2015-10-16,78,Defender
161012,42.0,73.0,65.0,59.0,68.0,68.0,83.0,76.0,75.0,73.0,63.0,79.0,73.0,82.0,77.0,80.0,12.0,9.0,10.0,14.0,10.0,2015-12-24,78,Defender
160627,57.0,76.0,79.0,78.0,71.0,84.0,75.0,69.0,64.0,76.0,79.0,76.0,77.0,79.0,80.0,76.0,11.0,14.0,12.0,12.0,11.0,2015-09-21,78,Defender
24216,30.0,51.0,60.0,65.0,48.0,41.0,66.0,64.0,57.0,51.0,40.0,61.0,80.0,79.0,78.0,75.0,9.0,8.0,15.0,6.0,6.0,2015-09-21,78,Defender
119541,52.0,73.0,78.0,69.0,57.0,63.0,73.0,63.0,73.0,73.0,62.0,70.0,77.0,81.0,76.0,78.0,7.0,16.0,6.0,10.0,14.0,2015-12-03,78,Defender
20694,80.0,77.0,79.0,73.0,83.0,77.0,73.0,59.0,64.0,77.0,66.0,76.0,33.0,44.0,33.0,45.0,10.0,6.0,14.0,6.0,6.0,2015-10-16,78,Attacker
159833,51.0,74.0,85.0,92.0,64.0,86.0,73.0,67.0,69.0,74.0,75.0,73.0,77.0,81.0,84.0,70.0,12.0,6.0,16.0,15.0,8.0,2015-12-03,78,Defender
178206,33.0,41.0,48.0,52.0,45.0,64.0,72.0,73.0,50.0,41.0,42.0,61.0,79.0,80.0,75.0,78.0,15.0,10.0,11.0,15.0,10.0,2015-11-06,78,Defender
37770,12.0,12.0,40.0,50.0,14.0,36.0,21.0,18.0,56.0,12.0,18.0,24.0,14.0,14.0,13.0,20.0,79.0,72.0,85.0,73.0,81.0,2015-12-10,78,Goalkeeper
32345,45.0,68.0,55.0,62.0,44.0,71.0,77.0,70.0,55.0,68.0,65.0,72.0,81.0,75.0,77.0,79.0,14.0,9.0,16.0,14.0,14.0,2015-09-21,78,Defender
167634,61.0,80.0,74.0,69.0,73.0,73.0,80.0,74.0,75.0,80.0,77.0,80.0,53.0,61.0,64.0,65.0,14.0,11.0,14.0,14.0,7.0,2015-10-09,78,Midfielder
179410,47.0,73.0,73.0,70.0,67.0,80.0,78.0,73.0,72.0,73.0,59.0,77.0,76.0,79.0,76.0,81.0,8.0,6.0,8.0,12.0,13.0,2015-11-06,78,Defender
26527,56.0,47.0,50.0,53.0,50.0,61.0,70.0,61.0,55.0,47.0,60.0,64.0,77.0,79.0,75.0,81.0,9.0,12.0,16.0,14.0,11.0,2015-09-21,78,Defender
276121,51.0,72.0,79.0,77.0,60.0,53.0,74.0,67.0,67.0,72.0,73.0,75.0,80.0,79.0,80.0,73.0,11.0,7.0,6.0,7.0,14.0,2015-12-17,78,Defender
303059,74.0,77.0,86.0,83.0,70.0,78.0,73.0,69.0,74.0,77.0,69.0,80.0,30.0,26.0,23.0,39.0,11.0,7.0,7.0,13.0,12.0,2015-10-16,77,Attacker
2802,71.0,85.0,78.0,77.0,73.0,76.0,70.0,69.0,74.0,85.0,76.0,81.0,42.0,47.0,36.0,49.0,13.0,16.0,9.0,9.0,7.0,2015-11-19,77,Attacker
40015,64.0,85.0,79.0,79.0,68.0,85.0,78.0,74.0,64.0,85.0,63.0,80.0,69.0,79.0,77.0,72.0,16.0,13.0,13.0,9.0,7.0,2015-10-09,77,Attacker
41191,70.0,80.0,77.0,65.0,57.0,76.0,78.0,77.0,77.0,80.0,75.0,78.0,57.0,60.0,49.0,35.0,7.0,9.0,9.0,12.0,12.0,2015-09-21,77,Midfielder
30895,66.0,84.0,89.0,89.0,71.0,62.0,76.0,54.0,73.0,84.0,78.0,81.0,30.0,34.0,35.0,37.0,14.0,7.0,7.0,16.0,11.0,2015-10-16,77,Attacker
32705,78.0,78.0,76.0,77.0,84.0,74.0,73.0,63.0,77.0,78.0,59.0,79.0,41.0,49.0,49.0,53.0,12.0,11.0,8.0,9.0,16.0,2015-09-25,77,Attacker
25550,77.0,79.0,78.0,74.0,77.0,81.0,74.0,59.0,64.0,79.0,69.0,75.0,37.0,32.0,22.0,33.0,15.0,7.0,15.0,8.0,16.0,2015-10-02,77,Attacker
127133,68.0,75.0,90.0,90.0,67.0,80.0,69.0,65.0,67.0,75.0,77.0,75.0,29.0,40.0,35.0,28.0,14.0,16.0,16.0,10.0,10.0,2015-12-17,77,Attacker
24123,68.0,79.0,79.0,78.0,69.0,84.0,78.0,74.0,75.0,79.0,77.0,83.0,48.0,53.0,50.0,49.0,10.0,8.0,12.0,6.0,10.0,2015-11-26,77,Midfielder
161414,43.0,53.0,62.0,67.0,50.0,71.0,68.0,63.0,51.0,53.0,39.0,64.0,75.0,79.0,80.0,77.0,14.0,7.0,12.0,14.0,12.0,2015-11-26,77,Defender
102356,30.0,73.0,78.0,68.0,60.0,46.0,72.0,70.0,64.0,73.0,73.0,74.0,72.0,79.0,82.0,78.0,15.0,16.0,14.0,16.0,6.0,2015-12-17,77,Defender
25150,49.0,64.0,69.0,68.0,47.0,77.0,75.0,74.0,68.0,64.0,61.0,74.0,72.0,82.0,80.0,77.0,11.0,9.0,15.0,14.0,15.0,2015-09-21,77,Defender
26171,22.0,50.0,61.0,55.0,61.0,84.0,68.0,72.0,50.0,50.0,50.0,62.0,74.0,76.0,81.0,80.0,10.0,6.0,14.0,14.0,15.0,2015-09-21,77,Defender
188540,33.0,60.0,60.0,69.0,51.0,45.0,69.0,65.0,59.0,60.0,73.0,74.0,76.0,79.0,77.0,79.0,6.0,7.0,6.0,13.0,8.0,2015-11-06,77,Defender
39331,21.0,41.0,64.0,79.0,39.0,79.0,51.0,56.0,35.0,41.0,41.0,51.0,79.0,78.0,79.0,75.0,11.0,7.0,8.0,13.0,13.0,2015-10-02,77,Defender
40006,40.0,75.0,80.0,81.0,60.0,82.0,76.0,71.0,63.0,75.0,77.0,77.0,79.0,80.0,77.0,75.0,7.0,16.0,12.0,16.0,14.0,2015-10-16,77,Defender
281207,47.0,48.0,69.0,77.0,53.0,56.0,62.0,56.0,57.0,48.0,54.0,67.0,77.0,80.0,78.0,76.0,14.0,14.0,7.0,9.0,15.0,2015-10-30,77,Defender
277761,57.0,69.0,79.0,79.0,56.0,79.0,63.0,64.0,43.0,69.0,52.0,71.0,78.0,83.0,79.0,71.0,9.0,14.0,16.0,7.0,7.0,2015-10-16,77,Defender
23688,58.0,70.0,68.0,67.0,69.0,78.0,76.0,71.0,68.0,70.0,70.0,75.0,78.0,79.0,77.0,77.0,7.0,12.0,6.0,6.0,7.0,2015-09-21,77,Defender
71353,64.0,83.0,79.0,73.0,66.0,63.0,77.0,69.0,78.0,83.0,73.0,81.0,26.0,23.0,22.0,25.0,13.0,9.0,14.0,16.0,11.0,2015-12-17,77,Midfielder
78324,63.0,84.0,79.0,77.0,71.0,80.0,80.0,76.0,72.0,84.0,69.0,79.0,63.0,73.0,71.0,75.0,10.0,9.0,14.0,11.0,6.0,2015-11-26,77,Midfielder
24450,67.0,75.0,89.0,88.0,75.0,75.0,68.0,57.0,62.0,75.0,67.0,76.0,14.0,30.0,31.0,44.0,13.0,12.0,9.0,14.0,11.0,2015-10-09,77,Attacker
33468,71.0,83.0,79.0,77.0,76.0,75.0,77.0,70.0,77.0,83.0,74.0,79.0,45.0,53.0,49.0,45.0,7.0,14.0,13.0,11.0,11.0,2015-09-21,77,Attacker
49825,80.0,77.0,74.0,78.0,78.0,80.0,74.0,57.0,70.0,77.0,60.0,81.0,22.0,30.0,23.0,38.0,7.0,10.0,10.0,10.0,9.0,2015-12-03,77,Attacker
22543,85.0,75.0,75.0,69.0,86.0,79.0,69.0,53.0,68.0,75.0,55.0,83.0,16.0,42.0,19.0,41.0,10.0,13.0,6.0,9.0,5.0,2015-10-09,77,Attacker
40825,63.0,78.0,76.0,78.0,77.0,73.0,79.0,72.0,76.0,78.0,83.0,78.0,67.0,73.0,79.0,74.0,6.0,6.0,14.0,7.0,10.0,2015-10-16,77,Midfielder
23882,55.0,76.0,64.0,61.0,55.0,51.0,85.0,79.0,82.0,76.0,65.0,81.0,70.0,75.0,69.0,73.0,10.0,16.0,7.0,7.0,15.0,2015-12-03,77,Midfielder
95955,73.0,80.0,78.0,78.0,75.0,75.0,78.0,71.0,73.0,80.0,80.0,81.0,54.0,62.0,75.0,63.0,10.0,6.0,12.0,7.0,15.0,2015-12-17,77,Midfielder
23839,69.0,78.0,90.0,86.0,68.0,74.0,75.0,60.0,71.0,78.0,68.0,76.0,39.0,36.0,35.0,31.0,14.0,8.0,7.0,15.0,6.0,2015-10-16,77,Attacker
35443,72.0,74.0,51.0,62.0,70.0,81.0,76.0,74.0,78.0,74.0,90.0,77.0,64.0,61.0,60.0,59.0,7.0,11.0,14.0,14.0,8.0,2015-09-21,77,Midfielder
23257,67.0,76.0,68.0,56.0,66.0,86.0,79.0,78.0,73.0,76.0,86.0,75.0,65.0,66.0,57.0,63.0,11.0,13.0,6.0,16.0,7.0,2015-12-24,77,Midfielder
278343,68.0,84.0,82.0,80.0,71.0,74.0,72.0,60.0,74.0,84.0,70.0,79.0,24.0,27.0,21.0,34.0,15.0,9.0,13.0,11.0,6.0,2015-10-16,77,Attacker
33086,52.0,52.0,51.0,50.0,39.0,64.0,64.0,60.0,48.0,52.0,57.0,59.0,79.0,78.0,80.0,73.0,6.0,6.0,12.0,16.0,7.0,2015-11-26,77,Defender
42119,58.0,70.0,69.0,69.0,63.0,69.0,77.0,70.0,68.0,70.0,65.0,69.0,77.0,80.0,75.0,78.0,14.0,6.0,13.0,10.0,13.0,2015-10-16,77,Defender
200962,40.0,33.0,50.0,52.0,38.0,57.0,61.0,56.0,49.0,33.0,30.0,48.0,77.0,80.0,77.0,76.0,11.0,7.0,6.0,11.0,13.0,2015-09-21,77,Defender
176889,32.0,56.0,68.0,77.0,25.0,42.0,69.0,66.0,43.0,56.0,45.0,66.0,76.0,80.0,79.0,75.0,14.0,15.0,7.0,7.0,15.0,2015-12-10,77,Defender
46353,57.0,77.0,80.0,83.0,62.0,71.0,72.0,65.0,69.0,77.0,78.0,75.0,77.0,79.0,82.0,72.0,10.0,11.0,8.0,13.0,13.0,2015-12-03,77,Defender
109621,46.0,77.0,65.0,66.0,66.0,79.0,81.0,74.0,68.0,77.0,59.0,81.0,73.0,80.0,74.0,83.0,7.0,16.0,16.0,16.0,13.0,2015-12-17,77,Defender
40196,70.0,79.0,77.0,77.0,68.0,83.0,82.0,81.0,75.0,79.0,68.0,78.0,70.0,78.0,75.0,84.0,12.0,11.0,5.0,13.0,7.0,2015-12-24,77,Midfielder
30960,79.0,80.0,68.0,75.0,78.0,82.0,78.0,55.0,75.0,80.0,58.0,76.0,23.0,25.0,19.0,31.0,13.0,9.0,12.0,9.0,13.0,2015-03-13,77,Attacker
184360,74.0,73.0,84.0,86.0,74.0,78.0,68.0,40.0,59.0,73.0,48.0,70.0,29.0,37.0,34.0,33.0,11.0,9.0,16.0,12.0,6.0,2015-12-17,77,Attacker
34944,63.0,71.0,53.0,54.0,61.0,78.0,86.0,85.0,79.0,71.0,72.0,78.0,71.0,74.0,72.0,86.0,13.0,12.0,11.0,15.0,9.0,2015-11-26,77,Midfielder
101969,76.0,74.0,77.0,77.0,79.0,85.0,63.0,38.0,64.0,74.0,56.0,74.0,35.0,38.0,19.0,40.0,14.0,13.0,9.0,8.0,16.0,2015-12-17,77,Attacker
479020,78.0,82.0,79.0,77.0,81.0,63.0,72.0,51.0,65.0,82.0,43.0,78.0,19.0,23.0,12.0,13.0,12.0,12.0,11.0,14.0,8.0,2015-10-23,77,Attacker
37411,74.0,83.0,79.0,68.0,73.0,81.0,76.0,73.0,79.0,83.0,71.0,77.0,19.0,26.0,27.0,34.0,11.0,15.0,7.0,6.0,13.0,2015-12-24,77,Midfielder
201664,66.0,80.0,89.0,84.0,71.0,71.0,70.0,63.0,72.0,80.0,72.0,76.0,18.0,26.0,30.0,22.0,12.0,14.0,16.0,6.0,10.0,2015-10-02,77,Attacker
30603,61.0,80.0,86.0,82.0,76.0,64.0,76.0,71.0,73.0,80.0,81.0,80.0,63.0,73.0,76.0,72.0,3.0,5.0,3.0,3.0,5.0,2015-05-08,77,Midfielder
30700,73.0,75.0,81.0,82.0,79.0,76.0,80.0,73.0,82.0,75.0,75.0,80.0,41.0,43.0,32.0,42.0,10.0,7.0,9.0,8.0,15.0,2015-07-03,77,Attacker
24171,72.0,78.0,70.0,68.0,73.0,80.0,78.0,73.0,74.0,78.0,83.0,77.0,55.0,60.0,64.0,59.0,11.0,6.0,11.0,16.0,10.0,2015-12-24,77,Midfielder
24208,43.0,63.0,74.0,78.0,59.0,65.0,67.0,63.0,51.0,63.0,66.0,66.0,76.0,78.0,81.0,74.0,7.0,16.0,15.0,16.0,8.0,2015-10-30,77,Defender
93985,23.0,62.0,74.0,78.0,36.0,52.0,68.0,64.0,34.0,62.0,57.0,64.0,76.0,79.0,76.0,78.0,9.0,13.0,9.0,6.0,10.0,2015-10-23,77,Defender
24150,29.0,46.0,34.0,32.0,32.0,49.0,61.0,58.0,55.0,46.0,63.0,68.0,77.0,79.0,76.0,77.0,9.0,14.0,13.0,10.0,14.0,2015-10-16,77,Defender
161651,35.0,48.0,65.0,62.0,57.0,54.0,76.0,72.0,72.0,48.0,53.0,74.0,75.0,81.0,71.0,82.0,14.0,12.0,9.0,11.0,9.0,2015-10-16,77,Defender
212866,51.0,71.0,71.0,75.0,46.0,55.0,75.0,69.0,65.0,71.0,45.0,78.0,74.0,77.0,81.0,77.0,14.0,7.0,13.0,7.0,12.0,2015-11-06,77,Defender
30930,69.0,70.0,55.0,55.0,76.0,78.0,83.0,77.0,74.0,70.0,72.0,80.0,69.0,81.0,75.0,84.0,9.0,7.0,13.0,7.0,15.0,2015-09-21,77,Defender
169756,16.0,15.0,46.0,44.0,12.0,40.0,21.0,32.0,14.0,15.0,12.0,23.0,14.0,19.0,14.0,25.0,78.0,76.0,71.0,76.0,85.0,2015-10-09,77,Goalkeeper
32728,72.0,81.0,69.0,63.0,74.0,79.0,75.0,66.0,78.0,81.0,80.0,79.0,28.0,56.0,41.0,42.0,8.0,15.0,14.0,12.0,10.0,2015-09-21,77,Midfielder
231804,66.0,81.0,78.0,78.0,70.0,67.0,78.0,74.0,79.0,81.0,68.0,79.0,35.0,57.0,50.0,35.0,14.0,15.0,13.0,12.0,8.0,2015-09-21,77,Midfielder
209384,26.0,71.0,68.0,65.0,65.0,77.0,84.0,79.0,84.0,71.0,70.0,81.0,64.0,73.0,61.0,81.0,11.0,11.0,14.0,10.0,7.0,2015-09-21,77,Midfielder
23293,75.0,72.0,84.0,84.0,77.0,76.0,62.0,49.0,63.0,72.0,70.0,75.0,36.0,27.0,24.0,42.0,11.0,13.0,10.0,11.0,10.0,2015-09-21,77,Attacker
30892,67.0,77.0,76.0,75.0,73.0,81.0,76.0,76.0,78.0,77.0,80.0,76.0,44.0,27.0,41.0,49.0,10.0,12.0,16.0,16.0,9.0,2015-09-21,77,Midfielder
184822,76.0,77.0,79.0,77.0,78.0,76.0,75.0,62.0,69.0,77.0,70.0,75.0,13.0,26.0,24.0,30.0,11.0,6.0,8.0,12.0,6.0,2015-09-21,77,Attacker
41622,79.0,73.0,73.0,76.0,82.0,84.0,70.0,53.0,61.0,73.0,59.0,77.0,42.0,44.0,47.0,43.0,7.0,13.0,7.0,8.0,10.0,2015-11-06,77,Attacker
24737,71.0,77.0,61.0,61.0,70.0,77.0,79.0,68.0,75.0,77.0,82.0,82.0,36.0,49.0,69.0,39.0,14.0,12.0,12.0,7.0,9.0,2015-10-09,77,Midfielder
314605,65.0,77.0,87.0,87.0,73.0,73.0,77.0,64.0,58.0,77.0,83.0,81.0,72.0,74.0,76.0,73.0,10.0,14.0,9.0,10.0,11.0,2015-10-16,77,Attacker
37631,64.0,76.0,60.0,65.0,74.0,80.0,84.0,80.0,78.0,76.0,66.0,79.0,68.0,76.0,74.0,80.0,9.0,13.0,16.0,12.0,11.0,2015-11-26,77,Midfielder
8985,59.0,55.0,51.0,54.0,52.0,81.0,72.0,68.0,68.0,55.0,59.0,71.0,75.0,81.0,68.0,84.0,13.0,7.0,15.0,15.0,15.0,2015-10-16,77,Defender
209405,53.0,69.0,66.0,67.0,41.0,81.0,71.0,76.0,59.0,69.0,53.0,70.0,77.0,79.0,74.0,78.0,13.0,10.0,13.0,11.0,11.0,2015-09-21,77,Defender
25818,56.0,73.0,53.0,54.0,67.0,89.0,81.0,83.0,76.0,73.0,70.0,78.0,70.0,80.0,78.0,80.0,11.0,14.0,6.0,10.0,5.0,2015-10-16,77,Defender
128827,65.0,78.0,74.0,68.0,71.0,72.0,79.0,77.0,77.0,78.0,71.0,79.0,58.0,65.0,59.0,71.0,12.0,12.0,8.0,11.0,9.0,2015-09-21,77,Midfielder
26818,16.0,17.0,47.0,55.0,19.0,28.0,19.0,28.0,21.0,17.0,14.0,35.0,14.0,15.0,14.0,23.0,82.0,76.0,74.0,75.0,78.0,2015-09-21,77,Goalkeeper
41365,57.0,74.0,65.0,55.0,62.0,73.0,77.0,75.0,66.0,74.0,70.0,74.0,75.0,80.0,79.0,74.0,12.0,11.0,11.0,14.0,12.0,2015-11-06,77,Defender
30668,22.0,72.0,55.0,63.0,56.0,74.0,64.0,66.0,59.0,72.0,69.0,69.0,77.0,80.0,78.0,73.0,7.0,13.0,16.0,8.0,7.0,2015-12-03,77,Defender
24156,57.0,72.0,52.0,64.0,67.0,82.0,82.0,81.0,76.0,72.0,79.0,76.0,76.0,77.0,76.0,70.0,15.0,7.0,12.0,15.0,6.0,2015-12-10,76,Midfielder
35345,74.0,80.0,77.0,76.0,74.0,77.0,74.0,70.0,74.0,80.0,84.0,75.0,26.0,46.0,38.0,32.0,13.0,13.0,14.0,16.0,12.0,2015-12-17,76,Attacker
33632,75.0,78.0,76.0,75.0,75.0,81.0,77.0,75.0,74.0,78.0,71.0,80.0,31.0,30.0,26.0,47.0,15.0,11.0,15.0,9.0,9.0,2015-10-02,76,Attacker
41232,67.0,77.0,67.0,71.0,71.0,76.0,77.0,75.0,78.0,77.0,76.0,78.0,54.0,52.0,49.0,63.0,7.0,13.0,8.0,7.0,13.0,2015-09-21,76,Midfielder
196308,77.0,70.0,83.0,83.0,79.0,76.0,65.0,56.0,60.0,70.0,63.0,75.0,16.0,28.0,34.0,31.0,10.0,11.0,12.0,13.0,15.0,2015-12-17,76,Attacker
40961,60.0,77.0,77.0,76.0,71.0,75.0,81.0,79.0,74.0,77.0,71.0,79.0,64.0,70.0,67.0,65.0,12.0,11.0,13.0,8.0,12.0,2015-09-25,76,Midfielder
15403,84.0,74.0,68.0,65.0,85.0,88.0,72.0,59.0,70.0,74.0,63.0,78.0,11.0,28.0,16.0,50.0,9.0,11.0,13.0,15.0,15.0,2015-12-17,76,Attacker
3520,71.0,76.0,70.0,74.0,76.0,71.0,77.0,75.0,81.0,76.0,74.0,79.0,22.0,28.0,27.0,27.0,9.0,11.0,13.0,7.0,15.0,2015-12-17,76,Midfielder
30380,25.0,25.0,45.0,39.0,25.0,28.0,24.0,22.0,25.0,25.0,25.0,22.0,25.0,25.0,25.0,25.0,72.0,80.0,76.0,82.0,74.0,2015-03-06,76,Goalkeeper
28955,11.0,12.0,49.0,54.0,15.0,23.0,33.0,48.0,38.0,12.0,12.0,30.0,15.0,11.0,12.0,22.0,80.0,72.0,69.0,81.0,82.0,2015-10-02,76,Goalkeeper
324910,48.0,76.0,85.0,86.0,56.0,59.0,73.0,67.0,55.0,76.0,80.0,77.0,73.0,81.0,81.0,72.0,12.0,11.0,6.0,11.0,10.0,2015-09-21,76,Defender
196169,50.0,76.0,76.0,78.0,68.0,75.0,74.0,72.0,62.0,76.0,78.0,76.0,74.0,79.0,80.0,74.0,9.0,7.0,13.0,9.0,12.0,2015-12-24,76,Defender
33812,28.0,52.0,42.0,32.0,29.0,59.0,71.0,61.0,50.0,52.0,26.0,62.0,73.0,83.0,81.0,70.0,14.0,6.0,9.0,12.0,8.0,2015-09-21,76,Defender
114769,37.0,47.0,56.0,55.0,24.0,30.0,60.0,64.0,31.0,47.0,43.0,58.0,77.0,79.0,76.0,75.0,12.0,13.0,11.0,10.0,11.0,2015-09-21,76,Defender
148302,61.0,64.0,71.0,79.0,68.0,72.0,64.0,62.0,61.0,64.0,54.0,72.0,70.0,81.0,75.0,81.0,15.0,8.0,9.0,12.0,9.0,2015-12-24,76,Defender
23678,57.0,63.0,68.0,72.0,62.0,68.0,74.0,73.0,76.0,63.0,62.0,77.0,74.0,81.0,73.0,79.0,8.0,12.0,15.0,11.0,12.0,2015-10-16,76,Defender
173382,42.0,63.0,66.0,71.0,61.0,46.0,72.0,56.0,61.0,63.0,67.0,73.0,74.0,78.0,77.0,78.0,14.0,12.0,16.0,15.0,10.0,2015-10-02,76,Defender
30620,39.0,58.0,51.0,52.0,32.0,59.0,70.0,69.0,56.0,58.0,45.0,64.0,74.0,79.0,77.0,77.0,12.0,9.0,5.0,9.0,5.0,2015-05-01,76,Defender
158879,33.0,51.0,67.0,74.0,37.0,48.0,76.0,73.0,68.0,51.0,56.0,64.0,78.0,79.0,72.0,78.0,11.0,13.0,12.0,7.0,9.0,2015-09-21,76,Defender
46700,80.0,73.0,76.0,72.0,83.0,80.0,74.0,60.0,65.0,73.0,66.0,75.0,13.0,19.0,19.0,30.0,8.0,10.0,12.0,13.0,12.0,2015-09-21,76,Attacker
49860,51.0,76.0,88.0,88.0,71.0,87.0,73.0,71.0,57.0,76.0,77.0,74.0,72.0,77.0,76.0,61.0,7.0,11.0,15.0,7.0,6.0,2015-01-30,76,Attacker
95336,13.0,20.0,32.0,35.0,13.0,36.0,27.0,19.0,14.0,20.0,19.0,33.0,13.0,13.0,12.0,22.0,74.0,77.0,74.0,76.0,82.0,2015-09-21,76,Goalkeeper
23792,58.0,76.0,73.0,70.0,68.0,63.0,80.0,77.0,75.0,76.0,75.0,77.0,66.0,71.0,67.0,67.0,9.0,7.0,13.0,9.0,11.0,2015-09-21,76,Midfielder
47558,58.0,77.0,72.0,63.0,67.0,63.0,84.0,75.0,76.0,77.0,68.0,79.0,60.0,74.0,66.0,74.0,10.0,13.0,12.0,6.0,8.0,2015-09-21,76,Midfielder
38831,69.0,83.0,81.0,79.0,72.0,68.0,73.0,72.0,74.0,83.0,74.0,77.0,30.0,37.0,46.0,39.0,15.0,11.0,8.0,10.0,15.0,2015-10-16,76,Midfielder
33852,63.0,81.0,61.0,67.0,69.0,80.0,77.0,74.0,71.0,81.0,72.0,80.0,72.0,65.0,59.0,68.0,6.0,9.0,16.0,10.0,10.0,2015-11-26,76,Midfielder
34305,64.0,75.0,76.0,79.0,80.0,83.0,80.0,77.0,65.0,75.0,84.0,80.0,72.0,79.0,77.0,76.0,10.0,5.0,8.0,9.0,14.0,2015-12-03,76,Midfielder
150026,73.0,76.0,77.0,77.0,78.0,79.0,71.0,63.0,70.0,76.0,69.0,73.0,34.0,45.0,38.0,47.0,14.0,9.0,6.0,15.0,12.0,2015-12-24,76,Attacker
26256,36.0,60.0,55.0,62.0,60.0,70.0,70.0,68.0,53.0,60.0,72.0,73.0,76.0,77.0,75.0,78.0,10.0,10.0,8.0,9.0,13.0,2015-09-21,76,Defender
165526,23.0,44.0,50.0,65.0,33.0,63.0,42.0,35.0,38.0,44.0,17.0,55.0,75.0,80.0,81.0,70.0,16.0,13.0,15.0,16.0,13.0,2015-12-17,76,Defender
24223,58.0,69.0,67.0,49.0,64.0,75.0,77.0,68.0,66.0,69.0,67.0,72.0,76.0,78.0,75.0,77.0,6.0,7.0,11.0,9.0,9.0,2015-10-30,76,Defender
32870,41.0,67.0,70.0,71.0,66.0,59.0,62.0,68.0,57.0,67.0,68.0,69.0,76.0,78.0,79.0,73.0,12.0,9.0,15.0,15.0,8.0,2015-12-03,76,Defender
154271,38.0,61.0,69.0,69.0,42.0,66.0,73.0,64.0,39.0,61.0,73.0,66.0,77.0,81.0,80.0,68.0,7.0,11.0,8.0,7.0,8.0,2015-09-21,76,Defender
193223,34.0,50.0,60.0,68.0,30.0,75.0,66.0,52.0,59.0,50.0,31.0,65.0,78.0,77.0,80.0,71.0,9.0,6.0,7.0,16.0,8.0,2015-09-21,76,Defender
40220,53.0,65.0,68.0,78.0,64.0,68.0,74.0,76.0,71.0,65.0,81.0,70.0,76.0,76.0,78.0,76.0,9.0,13.0,11.0,16.0,9.0,2015-10-16,76,Defender
93484,56.0,62.0,77.0,76.0,56.0,76.0,63.0,65.0,56.0,62.0,65.0,67.0,77.0,80.0,83.0,66.0,15.0,12.0,11.0,12.0,7.0,2015-12-24,76,Defender
163205,68.0,80.0,84.0,77.0,67.0,77.0,74.0,64.0,74.0,80.0,82.0,81.0,23.0,41.0,25.0,46.0,7.0,12.0,7.0,14.0,13.0,2015-10-16,76,Midfielder
118390,73.0,74.0,87.0,86.0,75.0,66.0,68.0,58.0,68.0,74.0,62.0,70.0,19.0,25.0,22.0,32.0,15.0,7.0,15.0,14.0,7.0,2015-12-17,76,Attacker
