player_id,finishing,dribbling,acceleration,sprint_speed,positioning,shot_power,short_passing,long_passing,vision,dribbling,crossing,ball_control,marking,standing_tackle,sliding_tackle,interceptions,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,date,FIFA_rating,Position
39987,83.0,73.0,89.0,89.0,81.0,78.0,77.0,60.0,71.0,73.0,61.0,76.0,23.0,24.0,21.0,48.0,9.0,10.0,15.0,14.0,12.0,2015-10-16,80,Attacker
24023,12.0,22.0,54.0,54.0,58.0,30.0,58.0,56.0,55.0,22.0,66.0,60.0,77.0,82.0,83.0,81.0,15.0,16.0,13.0,16.0,9.0,2015-09-21,80,Defender
19020,48.0,39.0,30.0,30.0,51.0,70.0,53.0,52.0,47.0,39.0,32.0,56.0,82.0,82.0,80.0,79.0,14.0,11.0,7.0,9.0,8.0,2015-09-21,80,Defender
24948,37.0,57.0,68.0,72.0,28.0,64.0,70.0,74.0,53.0,57.0,32.0,69.0,76.0,85.0,79.0,83.0,7.0,10.0,16.0,7.0,10.0,2015-09-25,80,Defender
35411,84.0,77.0,77.0,80.0,84.0,86.0,73.0,65.0,68.0,77.0,67.0,77.0,29.0,48.0,45.0,46.0,6.0,10.0,15.0,5.0,6.0,2015-05-22,80,Attacker
94010,74.0,82.0,77.0,77.0,76.0,75.0,81.0,80.0,81.0,82.0,79.0,80.0,60.0,60.0,62.0,65.0,10.0,8.0,13.0,15.0,11.0,2015-11-26,80,Midfielder
75342,78.0,82.0,87.0,85.0,78.0,73.0,77.0,63.0,76.0,82.0,74.0,81.0,12.0,22.0,14.0,37.0,8.0,14.0,8.0,13.0,10.0,2015-12-17,80,Attacker
75489,75.0,81.0,71.0,68.0,84.0,81.0,84.0,82.0,81.0,81.0,74.0,82.0,65.0,75.0,65.0,67.0,6.0,11.0,5.0,10.0,8.0,2015-09-21,80,Midfielder
96643,71.0,86.0,81.0,76.0,76.0,77.0,81.0,77.0,83.0,86.0,68.0,84.0,20.0,22.0,19.0,29.0,5.0,14.0,8.0,14.0,7.0,2015-12-03,80,Midfielder
30660,14.0,10.0,50.0,63.0,13.0,24.0,19.0,22.0,65.0,10.0,11.0,23.0,12.0,14.0,13.0,22.0,81.0,78.0,83.0,80.0,81.0,2015-12-10,80,Goalkeeper
50189,69.0,85.0,64.0,67.0,75.0,78.0,80.0,78.0,69.0,85.0,82.0,85.0,46.0,59.0,55.0,53.0,5.0,11.0,11.0,14.0,10.0,2015-09-21,80,Midfielder
286119,78.0,73.0,91.0,93.0,76.0,80.0,65.0,48.0,67.0,73.0,62.0,71.0,38.0,42.0,39.0,51.0,15.0,14.0,7.0,15.0,11.0,2015-12-10,80,Attacker
46349,75.0,83.0,88.0,88.0,74.0,73.0,74.0,64.0,70.0,83.0,73.0,81.0,38.0,40.0,35.0,51.0,11.0,12.0,8.0,10.0,12.0,2015-12-24,80,Attacker
166422,66.0,84.0,89.0,89.0,70.0,82.0,73.0,59.0,71.0,84.0,75.0,76.0,36.0,29.0,27.0,21.0,13.0,11.0,11.0,11.0,13.0,2015-09-21,80,Attacker
47547,56.0,74.0,78.0,78.0,74.0,87.0,76.0,73.0,68.0,74.0,77.0,74.0,81.0,81.0,78.0,82.0,11.0,10.0,9.0,8.0,16.0,2015-12-10,80,Defender
30598,39.0,65.0,74.0,68.0,58.0,71.0,77.0,76.0,66.0,65.0,59.0,75.0,74.0,80.0,82.0,86.0,2.0,4.0,2.0,2.0,4.0,2015-12-17,80,Defender
43248,28.0,39.0,69.0,70.0,28.0,42.0,72.0,62.0,45.0,39.0,52.0,68.0,78.0,81.0,82.0,81.0,12.0,16.0,16.0,15.0,8.0,2015-09-21,80,Defender
24148,65.0,65.0,55.0,53.0,57.0,77.0,82.0,79.0,68.0,65.0,72.0,75.0,79.0,81.0,78.0,84.0,10.0,16.0,7.0,10.0,9.0,2015-09-21,80,Defender
38373,47.0,70.0,66.0,70.0,53.0,74.0,76.0,67.0,63.0,70.0,64.0,73.0,79.0,82.0,80.0,81.0,6.0,6.0,12.0,9.0,9.0,2015-12-24,80,Defender
52563,70.0,83.0,90.0,88.0,73.0,76.0,72.0,66.0,73.0,83.0,72.0,80.0,24.0,38.0,11.0,25.0,11.0,11.0,12.0,15.0,12.0,2015-11-06,80,Attacker
38807,68.0,77.0,72.0,70.0,77.0,87.0,85.0,82.0,78.0,77.0,86.0,78.0,67.0,68.0,70.0,72.0,1.0,1.0,1.0,1.0,1.0,2015-12-24,80,Midfielder
199834,72.0,86.0,86.0,78.0,75.0,76.0,78.0,72.0,81.0,86.0,76.0,83.0,47.0,69.0,60.0,46.0,12.0,16.0,12.0,13.0,7.0,2015-09-21,80,Midfielder
23991,73.0,82.0,89.0,88.0,75.0,73.0,68.0,49.0,67.0,82.0,72.0,77.0,19.0,30.0,28.0,45.0,13.0,11.0,10.0,13.0,15.0,2015-11-06,80,Attacker
160194,64.0,86.0,88.0,88.0,69.0,81.0,71.0,67.0,63.0,86.0,75.0,82.0,27.0,31.0,17.0,31.0,8.0,9.0,12.0,14.0,6.0,2015-12-24,80,Attacker
413557,78.0,81.0,82.0,86.0,79.0,75.0,70.0,55.0,59.0,81.0,41.0,80.0,21.0,18.0,17.0,17.0,9.0,8.0,8.0,15.0,11.0,2015-12-24,80,Attacker
215384,70.0,85.0,79.0,78.0,71.0,78.0,84.0,78.0,81.0,85.0,65.0,84.0,56.0,60.0,52.0,45.0,9.0,14.0,12.0,6.0,10.0,2015-12-10,80,Midfielder
23782,56.0,64.0,32.0,51.0,58.0,77.0,83.0,81.0,74.0,64.0,80.0,73.0,79.0,80.0,80.0,82.0,7.0,13.0,9.0,7.0,12.0,2015-09-21,80,Defender
23837,34.0,38.0,49.0,54.0,36.0,52.0,69.0,65.0,55.0,38.0,30.0,66.0,82.0,81.0,78.0,80.0,6.0,10.0,15.0,7.0,9.0,2015-11-19,80,Defender
155050,26.0,39.0,54.0,53.0,36.0,27.0,70.0,56.0,44.0,39.0,23.0,66.0,82.0,79.0,78.0,82.0,12.0,12.0,13.0,14.0,12.0,2015-11-06,80,Defender
26005,56.0,61.0,72.0,68.0,41.0,84.0,78.0,74.0,63.0,61.0,63.0,69.0,81.0,82.0,82.0,76.0,9.0,10.0,7.0,11.0,15.0,2015-11-06,80,Defender
95327,23.0,69.0,55.0,57.0,52.0,71.0,77.0,73.0,69.0,69.0,63.0,74.0,80.0,80.0,78.0,83.0,10.0,8.0,8.0,5.0,6.0,2015-09-21,80,Defender
156727,65.0,71.0,68.0,76.0,62.0,80.0,75.0,71.0,66.0,71.0,68.0,74.0,76.0,79.0,84.0,82.0,12.0,16.0,10.0,11.0,12.0,2015-09-21,80,Defender
46518,12.0,16.0,52.0,58.0,11.0,28.0,26.0,32.0,31.0,16.0,14.0,24.0,13.0,11.0,12.0,21.0,83.0,80.0,74.0,80.0,84.0,2015-10-16,80,Goalkeeper
254702,69.0,76.0,92.0,91.0,72.0,85.0,65.0,47.0,61.0,76.0,63.0,77.0,18.0,24.0,20.0,35.0,14.0,12.0,12.0,10.0,9.0,2015-10-16,80,Attacker
110148,72.0,84.0,80.0,77.0,78.0,73.0,79.0,68.0,79.0,84.0,83.0,84.0,47.0,57.0,30.0,46.0,14.0,15.0,10.0,10.0,15.0,2015-12-10,80,Midfielder
36012,67.0,82.0,75.0,64.0,74.0,76.0,82.0,76.0,81.0,82.0,77.0,81.0,61.0,39.0,36.0,62.0,9.0,16.0,12.0,11.0,11.0,2015-09-21,80,Midfielder
32118,81.0,78.0,77.0,75.0,79.0,93.0,77.0,64.0,75.0,78.0,77.0,79.0,33.0,39.0,39.0,36.0,10.0,9.0,16.0,9.0,9.0,2015-10-16,80,Attacker
30631,78.0,76.0,34.0,34.0,84.0,85.0,84.0,84.0,77.0,76.0,81.0,82.0,52.0,65.0,65.0,65.0,12.0,14.0,15.0,10.0,8.0,2015-12-10,80,Midfielder
239807,82.0,76.0,85.0,81.0,79.0,81.0,62.0,55.0,54.0,76.0,51.0,77.0,20.0,18.0,23.0,33.0,7.0,11.0,14.0,10.0,15.0,2015-09-21,80,Attacker
33639,84.0,80.0,73.0,75.0,83.0,85.0,72.0,62.0,75.0,80.0,69.0,80.0,20.0,39.0,35.0,39.0,7.0,10.0,11.0,13.0,12.0,2015-12-24,80,Attacker
24011,68.0,75.0,46.0,41.0,74.0,77.0,83.0,84.0,79.0,75.0,80.0,84.0,70.0,71.0,70.0,78.0,15.0,14.0,14.0,11.0,12.0,2015-11-26,80,Midfielder
30853,77.0,81.0,77.0,79.0,82.0,83.0,77.0,51.0,75.0,81.0,67.0,80.0,21.0,29.0,18.0,20.0,14.0,13.0,8.0,9.0,10.0,2015-09-21,80,Attacker
31906,81.0,87.0,78.0,74.0,77.0,76.0,73.0,54.0,67.0,87.0,67.0,85.0,22.0,22.0,15.0,25.0,8.0,9.0,14.0,7.0,6.0,2015-12-24,80,Attacker
30843,86.0,82.0,64.0,67.0,86.0,86.0,79.0,73.0,81.0,82.0,78.0,85.0,23.0,32.0,21.0,34.0,9.0,10.0,5.0,7.0,8.0,2015-10-30,80,Midfielder
30840,73.0,77.0,48.0,34.0,73.0,80.0,84.0,80.0,81.0,77.0,78.0,82.0,48.0,54.0,51.0,57.0,12.0,12.0,6.0,16.0,14.0,2015-10-16,79,Midfielder
47394,71.0,86.0,75.0,68.0,74.0,79.0,80.0,70.0,77.0,86.0,76.0,84.0,29.0,32.0,25.0,39.0,4.0,6.0,4.0,4.0,6.0,2015-12-24,79,Midfielder
214426,79.0,78.0,89.0,83.0,79.0,73.0,69.0,61.0,68.0,78.0,62.0,77.0,33.0,24.0,27.0,39.0,10.0,13.0,12.0,16.0,6.0,2015-10-23,79,Attacker
46010,35.0,74.0,79.0,77.0,62.0,59.0,76.0,70.0,51.0,74.0,79.0,76.0,79.0,81.0,82.0,77.0,11.0,13.0,15.0,10.0,15.0,2015-11-06,79,Defender
177837,60.0,66.0,77.0,73.0,52.0,82.0,77.0,72.0,47.0,66.0,46.0,68.0,81.0,79.0,83.0,76.0,7.0,11.0,10.0,14.0,13.0,2015-11-26,79,Defender
26160,71.0,75.0,66.0,68.0,71.0,82.0,84.0,82.0,82.0,75.0,77.0,83.0,71.0,75.0,73.0,80.0,14.0,9.0,16.0,8.0,12.0,2015-12-17,79,Midfielder
144993,76.0,87.0,87.0,74.0,80.0,42.0,83.0,77.0,80.0,87.0,60.0,84.0,30.0,24.0,27.0,55.0,11.0,9.0,8.0,9.0,13.0,2015-11-26,79,Midfielder
144996,73.0,77.0,64.0,68.0,75.0,83.0,86.0,81.0,82.0,77.0,74.0,81.0,55.0,70.0,71.0,54.0,14.0,9.0,7.0,9.0,10.0,2015-11-06,79,Midfielder
242094,65.0,79.0,89.0,87.0,75.0,84.0,72.0,68.0,65.0,79.0,75.0,76.0,38.0,36.0,36.0,45.0,8.0,15.0,14.0,15.0,14.0,2015-12-24,79,Attacker
33991,66.0,82.0,91.0,88.0,74.0,75.0,77.0,74.0,76.0,82.0,79.0,81.0,27.0,20.0,26.0,33.0,10.0,10.0,15.0,7.0,13.0,2015-10-23,79,Attacker
158545,73.0,79.0,92.0,92.0,70.0,73.0,64.0,62.0,65.0,79.0,70.0,74.0,37.0,34.0,36.0,35.0,12.0,13.0,8.0,14.0,10.0,2015-11-06,79,Attacker
41008,66.0,85.0,78.0,77.0,71.0,85.0,84.0,79.0,76.0,85.0,65.0,84.0,62.0,76.0,64.0,73.0,16.0,14.0,11.0,16.0,14.0,2015-12-03,79,Midfielder
198510,74.0,84.0,87.0,87.0,73.0,69.0,70.0,62.0,65.0,84.0,74.0,83.0,27.0,30.0,39.0,23.0,15.0,10.0,15.0,11.0,10.0,2015-10-23,79,Attacker
31465,13.0,13.0,50.0,48.0,13.0,26.0,33.0,30.0,52.0,13.0,16.0,19.0,11.0,12.0,14.0,22.0,82.0,76.0,77.0,81.0,82.0,2015-09-21,79,Goalkeeper
37193,14.0,18.0,57.0,59.0,10.0,23.0,39.0,35.0,19.0,18.0,13.0,35.0,15.0,11.0,14.0,28.0,83.0,75.0,77.0,79.0,84.0,2015-09-21,79,Goalkeeper
195927,75.0,78.0,86.0,84.0,72.0,84.0,68.0,63.0,62.0,78.0,65.0,75.0,45.0,49.0,42.0,45.0,9.0,12.0,16.0,9.0,8.0,2015-11-06,79,Attacker
46417,71.0,78.0,86.0,85.0,72.0,87.0,74.0,72.0,73.0,78.0,73.0,75.0,37.0,42.0,35.0,40.0,13.0,16.0,13.0,7.0,9.0,2015-10-16,79,Attacker
42598,76.0,83.0,80.0,86.0,69.0,80.0,80.0,61.0,77.0,83.0,81.0,81.0,22.0,39.0,32.0,23.0,16.0,16.0,14.0,15.0,6.0,2015-10-16,79,Attacker
41475,62.0,82.0,69.0,66.0,76.0,81.0,79.0,76.0,76.0,82.0,78.0,84.0,24.0,32.0,28.0,34.0,14.0,7.0,10.0,14.0,11.0,2015-11-19,79,Midfielder
24635,85.0,82.0,73.0,68.0,85.0,82.0,81.0,63.0,82.0,82.0,68.0,86.0,28.0,26.0,17.0,34.0,11.0,9.0,13.0,14.0,16.0,2015-09-21,79,Attacker
24159,75.0,85.0,78.0,69.0,77.0,74.0,79.0,73.0,74.0,85.0,79.0,82.0,39.0,33.0,34.0,48.0,9.0,6.0,14.0,14.0,10.0,2015-10-30,79,Midfielder
426202,76.0,78.0,86.0,85.0,77.0,77.0,75.0,59.0,71.0,78.0,69.0,76.0,30.0,24.0,18.0,28.0,15.0,13.0,16.0,11.0,15.0,2015-10-23,79,Attacker
242887,65.0,81.0,94.0,90.0,74.0,72.0,77.0,66.0,70.0,81.0,67.0,76.0,29.0,30.0,20.0,35.0,13.0,12.0,12.0,10.0,9.0,2015-09-21,79,Attacker
213809,27.0,62.0,76.0,78.0,51.0,76.0,65.0,64.0,54.0,62.0,75.0,72.0,77.0,84.0,82.0,75.0,12.0,8.0,9.0,9.0,14.0,2015-10-16,79,Defender
30831,56.0,53.0,67.0,68.0,46.0,78.0,71.0,65.0,57.0,53.0,41.0,62.0,78.0,80.0,82.0,78.0,7.0,12.0,8.0,14.0,15.0,2015-09-21,79,Defender
280260,66.0,84.0,93.0,90.0,74.0,65.0,72.0,57.0,74.0,84.0,67.0,82.0,30.0,39.0,36.0,49.0,8.0,9.0,15.0,6.0,7.0,2015-12-10,79,Attacker
30956,80.0,83.0,73.0,73.0,81.0,83.0,80.0,67.0,76.0,83.0,70.0,83.0,31.0,45.0,47.0,33.0,12.0,7.0,5.0,10.0,12.0,2015-09-21,79,Attacker
23354,69.0,83.0,87.0,82.0,70.0,77.0,75.0,71.0,79.0,83.0,84.0,81.0,25.0,30.0,51.0,47.0,16.0,10.0,15.0,16.0,15.0,2015-11-26,79,Midfielder
26675,59.0,87.0,92.0,88.0,70.0,73.0,73.0,61.0,67.0,87.0,68.0,78.0,22.0,32.0,30.0,32.0,11.0,13.0,6.0,15.0,8.0,2015-09-21,79,Attacker
39979,70.0,70.0,54.0,51.0,69.0,83.0,83.0,85.0,82.0,70.0,83.0,83.0,58.0,65.0,65.0,71.0,9.0,10.0,7.0,15.0,12.0,2015-10-30,79,Midfielder
41156,66.0,74.0,65.0,59.0,67.0,78.0,84.0,82.0,80.0,74.0,80.0,81.0,55.0,71.0,58.0,69.0,11.0,14.0,7.0,12.0,14.0,2015-10-16,79,Midfielder
183670,71.0,76.0,86.0,86.0,76.0,84.0,65.0,57.0,61.0,76.0,62.0,75.0,19.0,21.0,22.0,26.0,11.0,11.0,13.0,12.0,14.0,2015-05-29,79,Attacker
108808,78.0,81.0,76.0,78.0,76.0,85.0,72.0,50.0,70.0,81.0,66.0,84.0,24.0,24.0,24.0,32.0,2.0,2.0,2.0,4.0,2.0,2015-11-19,79,Attacker
109491,79.0,79.0,79.0,84.0,80.0,75.0,76.0,66.0,69.0,79.0,70.0,75.0,16.0,28.0,21.0,44.0,12.0,12.0,16.0,14.0,9.0,2015-11-06,79,Attacker
281936,67.0,83.0,91.0,90.0,68.0,73.0,72.0,68.0,68.0,83.0,71.0,80.0,29.0,37.0,31.0,48.0,9.0,12.0,7.0,13.0,7.0,2015-10-30,79,Attacker
79574,67.0,82.0,86.0,89.0,73.0,75.0,83.0,74.0,76.0,82.0,76.0,82.0,76.0,82.0,78.0,77.0,12.0,6.0,9.0,12.0,9.0,2015-10-30,79,Midfielder
18506,77.0,84.0,79.0,75.0,76.0,80.0,72.0,61.0,71.0,84.0,68.0,82.0,32.0,37.0,33.0,39.0,7.0,16.0,16.0,6.0,12.0,2015-09-25,79,Attacker
89185,56.0,73.0,64.0,60.0,65.0,66.0,70.0,71.0,71.0,73.0,80.0,75.0,78.0,80.0,77.0,82.0,13.0,16.0,8.0,6.0,6.0,2015-09-21,79,Defender
24531,22.0,17.0,34.0,31.0,35.0,62.0,56.0,73.0,43.0,17.0,19.0,58.0,80.0,81.0,80.0,76.0,8.0,6.0,6.0,13.0,15.0,2015-09-21,79,Defender
156551,27.0,56.0,70.0,78.0,39.0,72.0,61.0,59.0,47.0,56.0,59.0,66.0,79.0,79.0,84.0,75.0,10.0,13.0,6.0,10.0,14.0,2015-10-16,79,Defender
159594,45.0,74.0,72.0,70.0,64.0,71.0,78.0,73.0,74.0,74.0,60.0,79.0,73.0,80.0,80.0,84.0,9.0,9.0,8.0,10.0,15.0,2015-11-26,79,Defender
101192,65.0,78.0,75.0,69.0,69.0,67.0,82.0,83.0,75.0,78.0,68.0,77.0,81.0,79.0,78.0,79.0,12.0,11.0,8.0,10.0,13.0,2015-09-21,79,Defender
30989,12.0,27.0,39.0,43.0,12.0,14.0,23.0,21.0,67.0,27.0,18.0,32.0,19.0,10.0,16.0,25.0,84.0,78.0,67.0,82.0,85.0,2015-10-16,79,Goalkeeper
184321,79.0,73.0,93.0,90.0,77.0,69.0,70.0,60.0,71.0,73.0,52.0,75.0,20.0,39.0,25.0,40.0,10.0,15.0,8.0,10.0,6.0,2015-09-25,79,Attacker
94550,72.0,80.0,79.0,82.0,76.0,85.0,80.0,75.0,68.0,80.0,76.0,82.0,69.0,74.0,72.0,76.0,14.0,8.0,11.0,10.0,8.0,2015-11-06,79,Attacker
24006,71.0,82.0,54.0,68.0,72.0,75.0,83.0,73.0,80.0,82.0,72.0,81.0,60.0,65.0,52.0,69.0,16.0,14.0,9.0,7.0,8.0,2015-09-21,79,Midfielder
38899,46.0,31.0,32.0,53.0,34.0,75.0,61.0,68.0,32.0,31.0,31.0,53.0,78.0,81.0,77.0,80.0,9.0,16.0,10.0,15.0,9.0,2015-09-21,79,Defender
109298,50.0,76.0,85.0,75.0,73.0,65.0,75.0,73.0,66.0,76.0,80.0,77.0,78.0,77.0,82.0,79.0,7.0,8.0,7.0,7.0,7.0,2015-10-16,79,Defender
106228,70.0,84.0,85.0,79.0,76.0,75.0,67.0,65.0,71.0,84.0,74.0,79.0,35.0,29.0,33.0,45.0,9.0,7.0,8.0,16.0,16.0,2015-09-21,79,Attacker
26154,59.0,72.0,77.0,73.0,64.0,74.0,77.0,73.0,64.0,72.0,79.0,74.0,80.0,81.0,80.0,75.0,8.0,9.0,7.0,15.0,10.0,2015-11-06,79,Defender
30922,76.0,78.0,76.0,83.0,77.0,84.0,67.0,49.0,66.0,78.0,61.0,76.0,22.0,43.0,26.0,28.0,10.0,6.0,7.0,12.0,7.0,2015-12-24,78,Attacker
30915,65.0,82.0,85.0,83.0,71.0,84.0,71.0,59.0,66.0,82.0,68.0,78.0,32.0,27.0,20.0,33.0,15.0,7.0,11.0,10.0,14.0,2015-03-20,78,Attacker
110189,75.0,83.0,76.0,77.0,77.0,81.0,78.0,68.0,78.0,83.0,77.0,81.0,37.0,48.0,44.0,43.0,12.0,11.0,12.0,10.0,13.0,2015-11-06,78,Attacker
148315,82.0,75.0,75.0,79.0,81.0,85.0,72.0,48.0,73.0,75.0,58.0,81.0,25.0,30.0,18.0,29.0,14.0,5.0,12.0,8.0,5.0,2015-12-10,78,Attacker
160713,64.0,79.0,72.0,74.0,74.0,74.0,83.0,80.0,77.0,79.0,74.0,80.0,47.0,59.0,49.0,65.0,15.0,11.0,9.0,12.0,13.0,2015-11-06,78,Midfielder
35327,63.0,82.0,79.0,83.0,74.0,82.0,79.0,73.0,73.0,82.0,84.0,79.0,59.0,62.0,65.0,65.0,16.0,11.0,10.0,7.0,7.0,2015-09-21,78,Midfielder
288880,16.0,21.0,51.0,48.0,16.0,29.0,36.0,40.0,34.0,21.0,11.0,26.0,16.0,13.0,11.0,27.0,80.0,77.0,75.0,77.0,85.0,2015-11-12,78,Goalkeeper
362694,32.0,79.0,79.0,84.0,69.0,50.0,75.0,64.0,65.0,79.0,76.0,76.0,79.0,81.0,80.0,75.0,10.0,12.0,13.0,7.0,7.0,2015-09-21,78,Defender
146830,46.0,64.0,75.0,76.0,64.0,70.0,77.0,72.0,68.0,64.0,73.0,70.0,80.0,80.0,78.0,77.0,8.0,7.0,7.0,10.0,11.0,2015-10-16,78,Defender
263653,29.0,66.0,74.0,74.0,48.0,46.0,79.0,68.0,59.0,66.0,62.0,76.0,79.0,80.0,81.0,75.0,7.0,15.0,11.0,10.0,8.0,2015-11-19,78,Defender
166676,62.0,72.0,62.0,69.0,64.0,79.0,72.0,68.0,64.0,72.0,63.0,72.0,74.0,83.0,79.0,79.0,6.0,14.0,10.0,13.0,16.0,2015-09-21,78,Defender
41467,60.0,66.0,61.0,65.0,63.0,82.0,82.0,76.0,73.0,66.0,69.0,74.0,77.0,79.0,74.0,85.0,14.0,6.0,8.0,14.0,16.0,2015-10-16,78,Defender
264221,21.0,63.0,67.0,73.0,30.0,40.0,75.0,70.0,59.0,63.0,52.0,68.0,82.0,80.0,75.0,78.0,13.0,10.0,15.0,12.0,11.0,2015-12-17,78,Defender
104389,75.0,78.0,84.0,80.0,74.0,82.0,72.0,71.0,74.0,78.0,76.0,74.0,13.0,22.0,19.0,21.0,15.0,7.0,16.0,13.0,16.0,2015-09-21,78,Attacker
38820,73.0,81.0,59.0,62.0,74.0,81.0,81.0,77.0,77.0,81.0,74.0,80.0,31.0,44.0,33.0,25.0,7.0,7.0,11.0,5.0,10.0,2015-03-13,78,Midfielder
279490,53.0,71.0,70.0,68.0,61.0,74.0,81.0,80.0,82.0,71.0,88.0,78.0,55.0,65.0,62.0,65.0,12.0,12.0,10.0,15.0,15.0,2015-09-25,78,Midfielder
38369,79.0,75.0,79.0,84.0,79.0,80.0,73.0,53.0,69.0,75.0,62.0,76.0,16.0,36.0,28.0,35.0,8.0,6.0,9.0,10.0,12.0,2015-12-10,78,Attacker
30630,66.0,79.0,50.0,52.0,72.0,72.0,80.0,69.0,82.0,79.0,80.0,82.0,35.0,34.0,30.0,39.0,9.0,6.0,13.0,16.0,7.0,2015-11-26,78,Midfielder
127130,70.0,77.0,65.0,67.0,71.0,85.0,85.0,84.0,80.0,77.0,73.0,75.0,55.0,69.0,59.0,58.0,14.0,11.0,15.0,8.0,16.0,2015-12-24,78,Midfielder
156008,67.0,74.0,76.0,73.0,74.0,75.0,83.0,81.0,80.0,74.0,81.0,78.0,67.0,75.0,68.0,72.0,7.0,13.0,7.0,9.0,13.0,2015-11-06,78,Midfielder
166019,80.0,80.0,74.0,77.0,78.0,81.0,81.0,69.0,79.0,80.0,82.0,80.0,26.0,49.0,30.0,61.0,6.0,7.0,11.0,11.0,6.0,2015-10-16,78,Midfielder
24147,18.0,14.0,50.0,48.0,14.0,27.0,36.0,32.0,42.0,14.0,15.0,25.0,15.0,15.0,14.0,23.0,81.0,78.0,73.0,77.0,84.0,2015-09-21,78,Goalkeeper
50065,10.0,12.0,34.0,34.0,16.0,35.0,36.0,32.0,40.0,12.0,11.0,32.0,10.0,13.0,12.0,25.0,83.0,71.0,78.0,77.0,84.0,2015-11-06,78,Goalkeeper
30841,11.0,12.0,35.0,45.0,13.0,13.0,39.0,37.0,19.0,12.0,18.0,31.0,18.0,15.0,14.0,26.0,81.0,75.0,82.0,76.0,79.0,2015-09-21,78,Goalkeeper
190872,74.0,82.0,77.0,71.0,76.0,77.0,78.0,73.0,79.0,82.0,74.0,82.0,33.0,48.0,44.0,32.0,14.0,15.0,7.0,7.0,8.0,2015-09-21,78,Midfielder
254308,70.0,84.0,84.0,78.0,74.0,76.0,75.0,75.0,76.0,84.0,72.0,77.0,29.0,29.0,31.0,28.0,8.0,11.0,14.0,10.0,9.0,2015-09-21,78,Attacker
72735,82.0,65.0,91.0,89.0,78.0,80.0,67.0,31.0,60.0,65.0,62.0,70.0,42.0,29.0,21.0,51.0,1.0,1.0,1.0,1.0,1.0,2015-09-21,78,Attacker
51545,80.0,75.0,76.0,77.0,82.0,85.0,69.0,40.0,53.0,75.0,48.0,76.0,25.0,23.0,13.0,33.0,13.0,13.0,7.0,5.0,14.0,2015-11-06,78,Attacker
24658,35.0,43.0,68.0,68.0,42.0,49.0,65.0,55.0,56.0,43.0,25.0,65.0,77.0,81.0,79.0,77.0,7.0,9.0,10.0,15.0,10.0,2015-09-21,78,Defender
71502,62.0,72.0,68.0,64.0,66.0,72.0,81.0,70.0,66.0,72.0,58.0,74.0,73.0,82.0,75.0,84.0,16.0,15.0,14.0,12.0,12.0,2015-09-21,78,Defender
37194,32.0,64.0,67.0,64.0,61.0,51.0,75.0,64.0,62.0,64.0,67.0,73.0,77.0,80.0,81.0,76.0,16.0,15.0,8.0,12.0,10.0,2015-12-17,78,Defender
95509,43.0,48.0,33.0,32.0,32.0,63.0,66.0,62.0,47.0,48.0,44.0,66.0,74.0,82.0,79.0,79.0,8.0,9.0,12.0,11.0,14.0,2015-10-02,78,Defender
143365,83.0,74.0,69.0,75.0,85.0,89.0,68.0,45.0,65.0,74.0,45.0,76.0,25.0,42.0,28.0,38.0,10.0,8.0,5.0,7.0,11.0,2015-12-10,78,Attacker
306913,79.0,74.0,91.0,76.0,75.0,80.0,64.0,35.0,63.0,74.0,56.0,78.0,20.0,23.0,24.0,35.0,16.0,6.0,12.0,10.0,8.0,2015-10-23,78,Attacker
71724,68.0,78.0,83.0,86.0,76.0,80.0,75.0,72.0,72.0,78.0,79.0,77.0,72.0,76.0,75.0,77.0,7.0,16.0,6.0,12.0,11.0,2015-12-10,78,Attacker
30973,13.0,14.0,50.0,47.0,15.0,14.0,20.0,32.0,52.0,14.0,14.0,22.0,11.0,12.0,13.0,16.0,77.0,80.0,73.0,78.0,84.0,2015-09-21,78,Goalkeeper
115980,64.0,78.0,91.0,89.0,70.0,78.0,65.0,53.0,60.0,78.0,69.0,73.0,34.0,32.0,28.0,32.0,14.0,15.0,8.0,9.0,14.0,2015-10-02,78,Attacker
157729,78.0,76.0,67.0,67.0,78.0,82.0,80.0,75.0,84.0,76.0,78.0,79.0,55.0,53.0,57.0,37.0,13.0,8.0,10.0,15.0,12.0,2015-11-06,78,Midfielder
23264,75.0,76.0,88.0,89.0,67.0,77.0,70.0,54.0,65.0,76.0,70.0,74.0,48.0,32.0,20.0,20.0,12.0,6.0,11.0,7.0,9.0,2015-10-16,78,Attacker
26434,71.0,81.0,77.0,77.0,73.0,78.0,81.0,74.0,74.0,81.0,75.0,82.0,36.0,43.0,32.0,48.0,14.0,7.0,10.0,12.0,8.0,2015-09-21,78,Midfielder
23779,66.0,77.0,88.0,90.0,67.0,83.0,60.0,52.0,65.0,77.0,67.0,78.0,25.0,25.0,25.0,21.0,15.0,13.0,11.0,13.0,6.0,2015-02-20,78,Attacker
31953,75.0,73.0,84.0,88.0,72.0,83.0,71.0,61.0,70.0,73.0,68.0,66.0,34.0,42.0,32.0,55.0,13.0,16.0,16.0,16.0,13.0,2015-10-02,78,Attacker
27335,74.0,80.0,75.0,77.0,77.0,84.0,80.0,74.0,77.0,80.0,75.0,82.0,61.0,74.0,73.0,66.0,6.0,11.0,15.0,16.0,6.0,2015-11-06,78,Midfielder
